Name,BSE Code,NSE Code,Industry,Current Price,Promoter holding,Sales,Current ratio,Debt to equity,Price to book value,Return on capital employed,Return on equity,Price to Earning,Dividend yield,Market Capitalization,Cash end of last year,High price all time,Dividend Payout
Alpine Housing,526519,ALPINEHOU,Construction,22.95,73.72,43.90,2.91,0.58,0.56,5.39,4.10,13.57,0.00,39.75,3.49,35.85,0.00
Alps Industries,530715,ALPSINDUS,Textiles - Products,3.95,27.07,304.20,1.39,,,-19.10,,,0.00,15.45,1.06,142.53,0.00
Alps Motor Fin,538423,,Finance & Investments,0.28,2.94,0.19,13.80,8.84,0.80,-0.03,-5.74,31.56,0.00,2.84,0.07,67.45,0.00
Alufluoride,524634,,Chemicals,314.70,59.85,32.18,3.14,0.62,4.74,-0.20,-1.06,,0.00,246.11,8.62,445.00,0.00
Amal,506597,,Dyes And Pigments,452.55,66.14,28.31,1.21,0.04,11.82,34.30,27.31,70.15,0.00,426.53,0.28,486.30,0.00
Amalgamated Elec,501622,,Miscellaneous,18.40,23.64,0.00,0.00,0.00,72.98,-80.00,-80.00,,0.00,5.11,0.00,38.65,0.00
Amani Trad.& Exp,512008,,Trading,86.70,74.96,0.00,,0.00,3.70,5.00,4.38,86.71,0.00,6.07,0.01,372.45,0.00
Amara Raja Batt.,500008,AMARAJABAT,Auto Ancillaries,767.50,28.06,7884.50,1.96,0.02,3.11,21.65,16.20,18.51,1.43,13109.86,175.81,1132.00,29.05
Amarjothi Spg.,521097,AMARJOTHI,Textiles - Cotton/Blended,168.10,55.24,216.31,7.30,0.54,0.77,10.64,11.16,7.53,1.25,113.47,1.89,249.95,9.02
Amarnath Sec.,538465,,Finance & Investments,32.50,48.72,0.28,0.30,0.09,2.49,0.00,0.00,,0.00,9.75,0.04,265.20,
Amba Enterprises,539196,,Electric Equipment,25.50,41.91,144.85,4.21,0.11,1.68,17.47,11.90,10.76,0.00,32.28,6.40,226.55,0.00
Ambalal Sarabhai,500009,AMBASARABH,Pharmaceuticals - Indian - Formulations,33.30,30.76,179.66,1.14,0.38,3.45,18.24,19.76,3.70,0.00,255.19,31.38,65.00,0.00
Ambani Organics,,AMBANIORG,Chemicals,92.15,72.67,86.67,3.43,1.81,2.50,12.29,8.86,29.43,0.00,46.80,3.07,114.85,0.00
Ambar Protein,519471,,Solvent Extraction,14.45,74.97,329.93,5.89,1.86,0.57,17.72,29.79,2.34,0.00,8.31,1.58,14.45,0.00
Ambassador Intra,542524,,Trading,31.50,10.24,1.79,5.10,0.12,2.10,1.75,1.28,659.00,0.00,6.59,0.21,34.35,0.00
Amber Enterp.,540902,AMBER,Electronics - Components,3652.50,40.27,3479.00,1.47,0.25,7.67,9.51,6.22,105.65,0.00,12306.64,289.93,3788.65,0.00
Ambica Agarbat.,532335,AMBICAAGAR,Trading,20.75,48.35,124.94,2.93,0.69,0.36,4.17,2.78,12.82,0.00,35.64,2.55,39.70,0.00
Ambika Cotton,531978,AMBIKCO,Textiles - Cotton/Blended,2024.25,50.17,721.74,9.73,0.00,2.05,17.06,12.69,11.73,1.73,1158.88,2.18,2095.00,29.52
Ambition Mica,539223,,Miscellaneous,4.05,58.30,36.57,2.68,1.11,0.24,2.56,-10.57,,0.00,6.04,0.27,77.80,0.00
Ambuja Cements,500425,AMBUJACEM,Cement - North India,403.60,63.28,28315.39,1.55,0.00,3.29,18.29,10.47,24.46,4.46,80140.64,8935.63,442.95,151.10
Amco India,530133,,Aluminium and Aluminium Products,46.30,64.67,115.89,5.05,0.54,0.63,6.92,5.01,9.66,0.00,19.03,1.78,59.30,0.00
AMD Industries,532828,AMDIND,Packaging,32.40,66.64,149.07,2.13,0.40,0.47,2.31,-1.40,46.01,0.00,62.11,5.50,94.00,0.00
Amforge Inds.,513117,AMFORGEIND,Finance & Investments,5.98,56.89,0.00,0.76,0.22,0.81,6.01,3.04,20.48,0.00,8.60,1.19,298.00,0.00
Ami Organics,543349,AMIORG,Pharmaceuticals - Indian - Bulk Drugs,1260.15,41.05,340.61,2.12,0.82,27.51,32.72,38.93,84.62,0.00,4591.62,2.69,1438.50,0.00
Amin Tannery,541771,,Leather / Leather Products,1.94,58.78,32.93,3.14,2.43,1.82,3.46,0.88,29.51,0.00,20.95,0.36,3.42,0.00
Amines & Plast.,506248,,Chemicals,129.30,73.17,500.66,2.58,0.52,5.05,28.15,26.19,21.72,0.31,711.41,48.28,176.00,0.68
Amit Internation,531300,,Textiles - Products,2.99,17.49,0.00,1.81,0.00,0.29,0.83,0.67,43.62,0.00,5.67,0.29,18.00,0.00
AMJ Land Holdin.,500343,AMJLAND,Construction,37.25,65.90,12.03,17.56,0.09,1.33,4.54,3.41,40.09,0.54,152.73,4.04,42.70,18.51
Amradeep Inds.,531681,,Finance & Investments,1.63,0.00,1.52,0.04,0.00,2.12,-6.46,-6.46,,0.00,10.77,0.02,30.00,0.00
Amrapali Capital,536737,,Finance & Investments,6.85,64.69,192.42,6.22,0.00,0.08,1.28,-1.11,,0.00,6.70,53.73,103.00,0.00
Amrapali Fincap,539265,,Finance & Investments,21.60,24.52,86.21,162.07,0.00,0.20,1.46,0.38,51.84,0.00,29.03,47.02,128.00,0.00
Amrapali Inds.,526241,,Trading,12.60,72.68,25991.26,1.09,0.69,2.15,17.38,6.63,25.91,0.00,64.78,9.61,25.68,0.00
Amraworld Agrico,531991,,Trading,0.42,0.00,1.50,0.80,0.00,0.44,0.09,0.00,21.96,0.00,5.05,0.05,17.88,
Amrit Corp,507525,,Food - Processing - Indian,797.05,74.56,38.39,6.13,0.01,1.25,7.47,5.47,12.78,0.94,242.16,8.51,1900.00,13.90
Amrutanjan Healt,590006,AMRUTANJAN,Pharmaceuticals - Indian - Formulations,830.60,50.02,364.44,4.22,0.01,11.26,43.60,32.60,36.33,0.51,2427.90,139.32,883.00,20.04
AMS Polymers,540066,,Trading,23.40,30.66,35.23,1.21,0.98,2.40,4.00,2.20,38.65,0.00,7.73,0.05,23.40,0.00
Anand Rayons,542721,,Trading,108.50,69.89,207.29,11.51,1.33,6.02,6.45,2.70,225.81,0.00,162.58,0.08,108.50,0.00
Anant Raj,515055,ANANTRAJ,Construction,74.75,65.04,291.79,6.50,0.67,0.88,0.91,0.43,81.55,0.13,2205.87,37.36,217.93,27.70
Andhra Cements,532141,ANDHRACEMT,Cement - South India,15.45,68.80,0.02,0.07,,,-20.14,,,0.00,453.49,0.99,61.85,0.00
Andhra Paper,502330,ANDHRAPAP,Paper,243.45,72.20,1024.16,1.95,0.03,0.99,0.20,-0.43,20.77,2.05,968.20,81.57,591.15,-432.17
Andhra Petrochem,500012,ANDHRAPET,Chemicals,155.05,45.04,751.75,1.73,0.26,4.34,36.78,29.01,9.33,0.97,1317.46,10.42,197.40,16.67
Andhra Sugars,590062,ANDHRSUGAR,Diversified - Medium / Small,669.15,46.92,1562.87,3.28,0.06,1.40,15.11,11.58,10.95,1.49,1814.07,26.69,715.00,20.09
Andrew Yule & Co,526173,ANDREWYU,Diversified - Medium / Small,26.95,89.25,341.84,1.61,0.18,3.48,5.28,9.95,33.03,0.00,1317.72,67.98,99.70,0.00
Aneri Fincap,531252,,Finance & Investments,5.56,38.04,10.26,1978.20,64.08,0.34,0.11,-12.59,,0.00,1.68,0.54,40.60,0.00
ANG Lifesciences,540694,,Pharmaceuticals - Indian - Bulk Drugs & Formln,412.00,71.01,154.38,2.06,0.60,12.36,23.67,20.35,60.76,0.00,427.11,3.60,446.00,0.00
Angel Broking,543235,ANGELBRKG,Finance & Investments,1444.40,44.26,1487.93,1.42,1.04,10.55,26.85,34.65,32.17,0.81,11932.24,1877.45,1498.00,35.45
Angel Fibers,541006,,Textiles - Products,23.00,73.91,136.31,4.48,3.32,2.65,11.63,37.17,8.47,0.00,57.50,0.01,44.00,0.00
ANI Integrated,,AISL,Engineering - Turnkey Services,65.25,74.97,101.77,3.97,0.16,1.62,11.61,12.68,13.59,0.00,63.21,2.00,190.45,0.00
Anik Industries,519383,ANIKINDS,Trading,23.25,41.59,170.33,1.63,0.39,0.24,3.27,0.20,7.10,0.00,64.52,31.41,116.90,0.00
Anjani Finance,531878,,Finance & Investments,5.47,56.94,1.01,72.57,0.53,0.42,5.04,3.21,11.81,0.00,5.55,4.91,53.90,0.00
Anjani Foods,511153,,Food - Processing - Indian,184.85,75.00,31.09,1.76,0.53,8.39,9.68,10.67,39.44,0.43,103.33,0.55,409.10,14.95
Anjani Portland,518091,APCL,Cement - South India,393.90,75.00,449.22,2.84,0.01,2.88,32.68,27.40,11.20,1.27,996.00,186.46,531.95,14.87
Anjani Synth.,531223,,Textiles - Processing,28.90,73.42,300.35,2.82,0.93,0.61,7.58,4.55,11.91,0.00,42.63,0.16,80.01,0.00
Anka India,531673,,Plastics Products,10.00,42.28,0.05,0.29,0.04,5.46,-4.92,-5.06,,0.00,6.27,0.02,24.90,0.00
Ankit Met.Power,532870,ANKITMETAL,Steel - Sponge Iron,2.70,71.02,417.87,0.91,,,-11.72,,,0.00,38.10,0.91,107.50,0.00
Anmol India,542437,ANMOL,Trading,152.25,57.08,691.26,1.83,1.25,5.84,23.39,33.31,17.52,0.00,173.30,55.48,237.80,0.00
Anna Infrastruct,530799,,Finance & Investments,8.25,67.77,1.11,27.24,0.04,0.33,4.12,3.03,10.47,0.00,3.14,0.42,39.45,0.00
ANS Industries,531406,,Food - Processing - Indian,6.65,52.99,0.00,3.06,0.74,0.68,-16.82,-28.25,,0.00,6.16,0.28,34.00,0.00
Ansal Buildwell,523007,,Construction,75.70,54.82,78.24,1.45,0.41,0.57,10.92,7.02,5.81,0.66,55.87,17.55,460.00,5.54
Ansal Housing,507828,ANSALHSG,Construction,6.45,47.92,180.38,1.46,3.27,0.20,0.35,-20.88,,0.00,38.31,38.16,166.64,0.00
Ansal Properties,500013,ANSALAPI,Construction,10.55,48.77,844.25,0.97,,,6.47,,,0.00,166.06,32.26,569.50,0.00
Antarctica,,ANTGRAPHIC,Printing & Stationery,0.85,30.78,1.17,24.46,0.18,0.79,0.05,0.12,439.33,0.00,13.18,0.22,1.95,0.00
Antony Waste han,543254,AWHCL,Miscellaneous,394.15,46.23,518.76,2.41,0.43,3.21,21.29,15.76,20.45,0.00,1114.94,128.26,492.75,0.00
Anubhav Infrast.,538833,,Construction,3.55,71.98,0.38,17.34,0.00,0.11,-0.03,-0.03,,0.00,7.60,0.03,18.00,0.00
Anuh Pharma,506260,,Pharmaceuticals - Indian - Bulk Drugs,115.05,70.43,424.99,1.80,0.07,3.02,15.82,12.75,33.31,1.30,576.54,20.09,218.70,26.44
Anupam Finserv,530109,,Finance & Investments,2.30,23.60,2.88,3.65,0.52,1.93,13.57,10.67,18.60,0.00,24.18,1.12,4.89,0.00
Anupam Rasayan,543275,ANURAS,Pharmaceuticals - Indian - Bulk Drugs & Formln,790.70,65.40,810.89,3.97,0.25,5.02,9.98,6.47,112.77,0.06,7900.86,295.59,849.70,7.15
Anuroop Packagin,542865,,Packaging,13.55,68.94,14.06,2.03,0.32,0.85,15.09,12.25,6.97,0.00,10.38,4.81,19.00,0.00
Apar Inds.,532259,APARINDS,Electric Equipment,708.60,60.46,6903.74,1.23,0.23,1.92,22.22,12.37,11.03,1.34,2711.71,221.76,909.00,22.65
Apcotex Industri,523694,APCOTEXIND,Miscellaneous,433.95,58.20,666.00,1.75,0.05,7.37,19.80,15.81,30.95,0.81,2249.81,15.02,460.00,41.10
Apex Frozen Food,540692,APEX,Aquaculture,309.10,72.62,823.04,7.87,0.38,2.20,13.12,10.60,24.70,0.65,965.94,9.89,941.40,14.11
APL Apollo Tubes,533758,APLAPOLLO,Steel - Large,872.70,36.84,9924.22,1.66,0.31,12.86,27.78,23.61,44.42,0.00,21799.35,357.93,1049.90,0.00
Aplab,517096,APLAB,Electronics - Components,23.80,59.29,55.08,0.59,,,12.96,,,0.00,23.80,2.63,129.43,0.00
Aplaya Creations,511064,,Trading,0.20,9.57,13.99,1.28,0.00,0.13,0.04,0.04,288.00,0.00,2.88,0.26,51.00,0.00
APM Finvest,542774,,Finance & Investments,32.80,67.75,22.98,6.36,0.00,0.78,26.61,24.60,3.58,0.00,70.89,0.45,51.30,0.00
APM Industries,523537,,Textiles - Spinning - Synthetic / Blended,30.00,63.53,258.99,2.74,0.24,0.48,6.10,3.56,6.45,0.00,64.83,1.16,67.53,0.00
Apollo Finvest,512437,,Finance & Investments,568.80,70.73,19.83,0.80,0.83,7.29,10.01,15.14,50.17,0.00,212.23,3.88,764.90,0.00
Apollo Hospitals,508869,APOLLOHOSP,Healthcare,4351.30,29.82,12148.72,1.60,0.62,13.59,8.44,3.79,105.83,0.07,62565.02,724.40,5198.00,28.68
Apollo Micro Sys,540879,APOLLO,Computers - Software - Medium / Small,124.20,59.10,206.38,4.66,0.38,0.84,7.62,3.41,26.10,0.20,257.89,13.40,480.00,5.07
Apollo Pipes,531761,APOLLOPIPE,Plastics Products,1947.35,52.03,563.17,3.32,0.18,7.26,16.49,13.94,49.84,0.00,2552.86,72.28,1979.00,0.00
Apollo Sindoori,,APOLSINHOT,Hotels,867.45,64.68,181.81,2.10,0.28,2.57,11.98,11.35,20.30,0.14,225.57,22.20,1340.00,3.34
Apollo Tricoat,538566,,Steel - Medium / Small,783.95,55.82,1883.46,1.82,0.20,15.67,43.90,41.69,33.16,0.00,4766.42,9.80,948.00,0.00
Apollo Tyres,500877,APOLLOTYRE,Tyres,239.00,37.60,19087.49,1.49,0.56,1.33,9.42,6.67,12.90,1.46,15178.91,2145.79,307.25,63.47
Apoorva Leasing,539545,,Finance & Investments,53.80,52.66,8.22,38.14,0.00,0.76,3.03,2.38,19.57,0.00,107.46,17.25,53.80,0.00
Aptech,532475,APTECHT,Computers - Education,310.80,48.42,109.17,2.74,0.00,7.64,6.02,5.76,68.24,0.72,1269.29,23.15,449.70,74.63
Aptus Value Hou.,543335,APTUS,Finance - Housing,331.00,62.51,534.66,18.10,1.15,8.68,12.20,12.24,75.30,0.00,16403.72,417.27,381.40,0.00
Arambhan Hospit.,539403,,Hotels,4.45,44.00,4.22,0.46,,,,,,0.00,2.23,1.18,78.90,0.00
Aravali Sec.&Fin,512344,ARAVALISEC,Finance & Investments,3.15,44.68,1.90,2.76,,,11.94,,4.15,0.00,4.77,0.39,36.90,0.00
Arcee Industries,520121,,Plastics Products,10.68,24.58,16.42,2.23,0.20,1.07,9.94,7.91,34.31,0.00,5.49,0.07,13.74,0.00
Archana Software,530565,SSLFINANCE,Trading,4.06,21.61,0.14,283.00,0.00,0.99,-3.95,-3.95,,0.00,2.46,0.05,14.90,0.00
Archidply Decor,543231,ADL,Miscellaneous,43.05,72.96,36.27,7.42,0.38,0.48,1.87,-1.46,,0.00,23.96,0.65,45.95,0.00
Archidply Inds.,532994,ARCHIDPLY,Miscellaneous,33.20,69.89,255.03,3.45,0.77,0.79,6.42,2.63,14.31,0.00,65.95,9.66,96.89,0.00
Archies,532212,ARCHIES,Trading,18.90,62.35,62.25,3.58,0.56,0.59,4.66,2.53,,0.00,63.84,0.85,55.25,0.00
Archit Organosys,524640,,Chemicals,51.70,57.40,111.00,2.07,0.76,2.71,11.63,13.68,14.96,0.97,106.09,3.81,88.85,14.97
Arex Industries,526851,,Textiles - Processing,90.30,61.60,48.68,3.82,1.26,1.45,3.78,-4.13,20.91,0.00,35.76,0.40,143.00,0.00
Arfin India,539151,,Aluminium and Aluminium Products,66.10,74.11,362.10,3.46,1.59,1.54,8.24,4.58,20.72,0.00,105.05,1.31,497.50,0.00
Aries Agro,532935,ARIES,Fertilizers,145.20,52.66,396.84,2.75,0.64,0.90,14.66,8.87,10.42,0.55,188.76,4.10,292.80,5.79
Arih.Found.Hsg.,531381,ARIHANT,Construction,26.45,42.87,59.39,2.49,3.34,0.23,2.11,-9.65,,0.00,22.75,4.64,749.70,0.00
Arihant Capital,511605,ARIHANTCAP,Finance & Investments,144.80,74.57,133.25,1.86,0.31,1.66,22.31,20.88,7.28,0.69,301.51,102.20,204.50,6.00
Arihant Institut,541401,,Miscellaneous,1.48,40.08,0.57,4.01,0.00,0.10,0.29,0.29,34.75,0.00,1.39,0.14,32.50,0.00
Arihant Super.,506194,ARIHANTSUP,Construction,175.70,74.31,344.68,2.77,2.13,5.21,10.16,8.42,23.28,0.00,723.18,12.01,211.00,0.00
Arihant Tourneso,526125,,Trading,6.42,56.84,0.00,0.20,10.00,635.47,-114.29,-166.67,,0.00,6.35,0.01,48.90,0.00
Arihant's Secur.,531017,,Finance & Investments,8.48,41.48,1.10,1.00,0.00,0.80,4.40,3.82,5.51,0.00,4.24,0.30,20.50,0.00
Arman Financial,531179,ARMANFIN,Finance & Investments,1065.90,27.46,190.27,5.53,3.86,4.85,10.11,5.92,102.04,0.00,905.12,168.37,1121.10,0.00
Arman Holdings,538556,,Trading,34.20,24.93,2.19,130.00,0.00,2.71,0.16,0.00,297.00,0.00,17.82,0.02,181.00,
Arnold Holdings,537069,,Finance & Investments,12.35,4.75,51.85,14.36,0.00,0.69,1.55,1.10,34.71,0.00,37.14,0.30,88.85,0.00
Aro Granite Inds,513729,AROGRANITE,Miscellaneous,66.05,41.06,205.22,6.73,0.90,0.54,3.84,3.28,11.64,0.00,101.06,9.98,103.90,0.00
Aroma Ent.,531560,,Trading,18.00,69.19,0.00,1.18,,,-39.31,,,0.00,8.78,0.53,90.00,0.00
Arrow Greentech,516064,ARROWGREEN,Plastics Products,118.50,70.35,60.99,6.01,0.05,1.97,7.90,8.33,22.65,0.00,166.94,20.16,806.86,0.00
Arshiya,506074,ARSHIYA,Miscellaneous,38.00,47.44,202.78,0.40,15.04,,-0.14,,,0.00,996.65,12.39,424.00,0.00
ARSS Infra,533163,ARSSINFRA,Construction,29.05,46.70,266.63,3.07,55.73,,-4.17,-2019.58,,0.00,66.05,44.81,1418.00,0.00
Art Nirman Ltd,,ARTNIRMAN,Construction,29.70,73.65,85.06,6.73,0.11,1.65,3.11,0.04,3706.00,0.00,74.12,1.09,35.70,0.00
Artefact Project,531297,,Engineering - Turnkey Services,46.60,48.95,31.38,3.31,0.35,0.72,11.49,6.94,11.38,0.00,33.90,5.99,255.25,0.00
Artemis Electri.,542670,,Electric Equipment,53.90,67.96,35.18,4.07,0.11,1.67,1.54,0.23,845.69,0.00,135.31,0.04,189.00,0.00
Artemis Medicare,542919,ARTEMISMED,Healthcare,35.75,69.82,460.86,1.13,0.43,1.47,4.12,1.99,22.56,0.00,473.25,28.85,42.20,0.00
Artson Engg.,522134,ARTSONENGG,Engineering - Turnkey Services,62.45,75.00,168.36,1.26,,,33.17,,,0.00,230.57,1.83,134.95,0.00
Aruna Hotels,500016,ARUNASUGAR,Hotels,13.90,52.74,0.31,0.19,17.15,7.71,-3.02,-86.71,,0.00,47.12,0.26,20.00,0.00
Arunis Abode,526935,,Finance & Investments,31.45,70.17,1.18,8.19,0.00,1.64,14.42,12.20,12.59,0.00,9.44,1.30,36.60,0.00
Arunjyoti Bio,530881,,Trading,18.20,9.10,6.63,1.16,0.00,1.94,5.24,3.66,125.67,0.00,3.77,0.81,93.95,0.00
Arvee Laborat.,,ARVEE,Pharmaceuticals - Indian - Formulations,88.70,73.50,47.34,2.26,0.41,4.56,14.92,12.39,39.26,0.00,97.75,6.61,215.95,0.00
Arvind Fashions.,542484,ARVINDFASN,Trading,325.85,36.18,2342.07,1.86,3.36,8.26,-12.18,-100.45,,0.00,4309.45,18.86,792.05,0.00
Arvind Ltd,500101,ARVIND,Textiles - Cotton/Blended,106.30,42.61,5913.13,1.64,0.78,1.01,4.62,-0.23,36.76,0.00,2753.55,51.56,161.72,0.00
Arvind SmartSp.,539301,ARVSMART,Construction,197.75,56.89,165.66,2.13,0.64,2.36,8.35,3.01,43.72,0.00,703.07,35.08,237.60,0.00
Aryaman Fin.Serv,530245,,Finance & Investments,47.15,62.17,166.67,32.73,0.80,1.56,6.10,2.35,12.99,0.00,55.08,19.74,63.00,0.00
Aryan Share,542176,,Finance & Investments,6.30,59.31,1.49,3.20,0.00,0.14,3.62,2.13,11.12,0.00,1.89,2.58,16.80,0.00
Aryavan Enter.,539455,,Steel - Medium / Small,19.50,64.54,0.04,16.47,0.13,2.29,-3.21,-3.89,,0.00,7.51,0.08,31.00,0.00
Asahi India Glas,515030,ASAHIINDIA,Glass & Glass Products,362.75,54.27,2809.97,1.50,1.06,6.12,11.27,9.71,38.15,0.28,8818.45,57.70,438.55,18.27
Asahi Industries,514482,,Textiles - Cotton/Blended,3.20,48.50,0.00,4.27,,,-4.15,,,0.00,21.26,0.01,52.25,0.00
Asahi Songwon,532853,ASAHISONG,Dyes And Pigments,361.25,66.64,322.00,3.30,0.19,1.87,17.03,13.78,14.61,0.97,434.48,2.01,447.00,1.28
Ascom Leasing &,,ASCOM,Finance & Investments,61.50,73.98,10.70,4.53,0.25,1.61,19.02,17.43,10.03,0.00,48.03,3.64,61.50,0.00
Ashapura Minech.,527001,ASHAPURMIN,Mining / Minerals / Metals,124.90,44.58,1313.43,1.31,1.54,2.65,15.88,17.51,10.25,0.40,1142.66,44.29,447.50,4.97
Ashapuri Gold,542579,,Diamond Cutting / Jewellery,38.80,62.17,117.55,28.55,0.00,1.25,5.49,4.11,38.49,0.00,96.99,3.07,91.35,0.00
Ashiana Agro Ind,519174,,Solvent Extraction,10.00,25.56,0.66,9.00,0.00,1.93,1.69,1.27,115.00,0.00,4.60,0.77,16.61,0.00
Ashiana Housing,523716,ASHIANA,Construction,197.10,61.22,243.74,2.44,0.24,2.71,0.17,-0.81,,0.20,2017.36,153.69,327.70,237.79
Ashiana Ispat,513401,,Steel - Medium / Small,15.10,41.59,348.35,3.76,2.61,0.37,6.45,3.56,8.41,0.00,12.03,1.36,40.00,0.00
Ashika Credit,590122,,Finance & Investments,36.15,44.11,6.78,5.91,0.00,0.90,5.26,3.46,390.45,0.00,42.95,2.54,255.00,0.00
Ashima,514286,ASHIMASYN,Textiles - Cotton/Blended,19.95,73.49,159.86,3.28,0.07,1.76,-3.37,-5.14,,0.00,382.36,52.80,38.35,0.00
Ashirwad Cap.,512247,,Finance & Investments,4.61,51.00,0.49,0.50,0.00,1.92,7.57,7.31,38.42,0.00,18.44,0.04,7.78,0.00
Ashirwad Steels,526847,,Steel - Sponge Iron,9.99,66.92,1.05,49.05,0.00,0.22,1.68,1.68,,0.00,12.49,0.79,47.00,0.00
Ashish Polyplast,530429,,Plastics Products,17.08,62.08,14.42,4.53,0.08,1.12,4.32,2.80,14.90,0.00,5.81,0.05,19.90,0.00
Ashnisha Indus.,541702,,Trading,6.82,35.91,10.64,3.57,0.07,0.05,-1.32,-1.55,103.00,0.00,2.06,14.82,22.00,0.00
Ashnoor Textile,507872,,Textiles - Products,54.55,72.81,150.47,4.91,1.42,1.67,8.86,12.59,10.52,0.00,69.53,1.43,63.30,0.00
Ashok Alco-Chem,524594,ASHOKALCO,Chemicals,99.80,54.79,14.55,3.46,0.00,1.15,13.16,9.86,11.45,0.50,45.91,7.43,257.30,6.07
Ashok Leyland,500477,ASHOKLEY,Automobiles - LCVs / HCVs,139.10,51.48,22037.01,1.99,3.06,5.19,5.62,-2.11,,0.43,40833.18,1778.53,167.50,-106.60
Ashoka Buildcon,533271,ASHOKA,Engineering - Turnkey Services,121.50,54.48,5513.52,1.09,10.80,5.49,20.07,53.32,8.87,0.00,3410.79,630.73,196.63,0.00
Ashoka Metcast,540923,,Trading,3.89,43.98,54.30,5.32,1.14,0.20,2.95,0.73,27.80,0.00,4.17,0.21,16.00,0.00
Ashoka Refinerie,526983,,Miscellaneous,4.75,33.95,1.37,1.36,0.08,0.82,0.49,0.53,32.40,0.00,1.62,0.04,40.00,0.00
Ashram Online,526187,TATIASKYLN,Construction,4.25,25.36,0.39,53.76,0.01,0.53,-6.70,-6.63,,0.00,5.10,0.15,21.65,0.00
Asi Industries,502015,ASOCSTONE,Mining / Minerals / Metals,16.15,72.51,250.65,2.70,0.87,0.42,3.74,3.59,14.45,0.00,145.47,16.61,49.25,0.00
Asia Pack,530899,,Trading,18.05,55.66,0.15,3.00,0.00,0.25,0.86,0.53,,0.00,4.77,0.07,51.50,0.00
Asian Energy,530355,,Oil Drilling / Allied Services,157.05,59.61,235.77,1.45,0.01,2.96,19.39,17.64,11.97,0.00,602.99,23.89,446.40,0.00
Asian Granito,532888,ASIANTILES,Ceramics - Tiles / Sanitaryware,158.35,26.12,1435.88,2.31,0.47,1.44,12.88,10.23,12.37,0.32,898.66,18.51,522.44,2.98
Asian Hotels (E),533227,AHLEAST,Hotels,190.05,65.63,61.72,1.36,0.17,0.30,-1.85,-4.04,,0.00,219.09,20.68,494.00,0.00
Asian Hotels (N),500023,ASIANHOTNR,Hotels,90.20,57.90,77.65,0.12,2.95,0.41,-1.78,-23.11,,0.00,175.44,1.83,776.87,0.00
Asian Hotels (W),533221,AHLWEST,Hotels,278.45,70.42,176.98,0.90,24.82,8.39,11.77,0.85,,0.00,324.43,74.99,499.00,0.00
Asian Paints,500820,ASIANPAINT,Paints / Varnishes,3323.25,52.79,24375.49,1.62,0.09,24.89,34.81,27.26,91.35,0.54,318765.41,610.75,3505.00,54.54
Asian Petroprod.,524434,,Chemicals,84.55,46.17,0.54,1.14,,,-21.40,,177.00,0.00,53.10,0.12,93.35,0.00
Asian Star Co.,531847,,Diamond Cutting / Jewellery,884.15,74.66,3246.10,7.28,0.45,1.17,2.77,4.38,16.80,0.17,1415.52,333.88,1614.20,3.75
Asian Tea & Exp,519532,,Tea,18.40,65.68,123.50,6.19,0.78,0.45,10.51,9.19,4.75,0.00,18.40,1.57,115.50,0.00
Asit C Mehta Fin,530723,,Finance & Investments,93.20,74.59,32.77,1.51,3.00,1.87,10.00,-0.16,36.90,0.00,46.13,28.58,184.05,0.00
ASL Industries,,ASLIND,Auto Ancillaries,18.40,70.89,10.46,71.48,0.00,0.61,-0.09,-0.09,,0.00,19.17,0.57,43.20,0.00
ASM Technologies,526433,,Computers - Software - Medium / Small,278.75,61.84,151.67,3.23,0.62,4.91,19.35,15.21,34.84,1.79,278.75,10.20,306.85,82.26
Aspinwall & Co,,ASPINWALL,Trading,196.55,64.46,267.42,2.56,0.24,1.08,7.61,4.65,17.36,1.78,153.67,6.20,579.50,42.61
Aspira Pathlab,540788,,Healthcare,75.00,36.25,19.57,1.93,0.19,9.29,20.19,21.56,19.20,0.00,77.20,1.19,82.00,0.00
Assam Entrade,542911,,Finance & Investments,887.00,53.18,4.89,39.82,0.00,2.36,3.97,2.64,78.35,0.00,127.71,0.31,1401.60,0.00
Assoc.Alcohols,507526,ASALCBR,Breweries & Distilleries,633.85,58.45,458.12,3.36,0.04,4.55,34.04,25.93,18.09,0.16,1145.95,78.33,644.70,3.12
Astec Lifescienc,533138,ASTEC,Pesticides / Agrochemicals - Indian,1292.40,65.20,571.59,1.89,0.61,8.19,22.30,23.41,40.93,0.12,2531.69,1.57,1530.00,4.52
Aster DM Health.,540975,ASTERDM,Healthcare,211.35,37.88,9257.79,1.49,1.60,3.52,9.91,11.58,38.37,0.00,10557.21,281.36,237.25,0.00
Astra Microwave,532493,ASTRAMICRO,Telecommunications - Equipment,206.60,8.87,670.70,2.86,0.22,3.20,10.04,5.25,42.01,0.58,1789.40,42.53,214.00,36.01
Astral,532830,ASTRAL,Plastics Products,2277.60,55.74,3472.50,2.01,0.04,24.14,29.52,23.60,99.83,0.08,45761.58,476.00,2433.80,9.94
Astrazeneca Phar,506820,ASTRAZEN,Pharmaceuticals - Multinational,3163.25,75.00,795.39,2.06,0.03,17.34,29.84,22.35,93.14,0.06,7908.13,352.35,4970.00,5.36
Astron Paper,540824,ASTRON,Paper,58.30,45.93,480.39,2.01,0.26,1.57,11.14,5.85,29.66,0.00,271.10,10.32,176.60,0.00
